Date,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,company,Article,lable
1-Mar-18,73.47,73.5,71.92,72.7,15131387,citigroup,"David Solomon became the heir apparent at Goldman Sachs Group Inc. Monday after his main rival for the top job abruptly resigned, moves that show the Wall Street powerhouse is continuing to move beyond its trading roots.

The surprise announcement came after Goldman's board of directors last month anointed Mr. Solomon as the eventual successor to current Chief Executive Lloyd Blankfein, over co-President Harvey Schwartz, according to people familiar with the matter.

The Wall Street Journal reported last week that Mr. Blankfein could retire as soon as year-end, though he remains firmly in control of his exit. Messrs. Schwartz, 54, and Solomon, 56, who were jointly elevated to the No. 2 role in December 2016, were the top contenders to succeed him.

The two hail from different parts of the firm. Mr. Solomon is a longtime investment banker who DJs on the side. Mr. Schwartz, a karate black belt, scaled the ranks of Goldman's trading arm on his way to becoming chief financial officer.

In choosing Mr. Solomon, Goldman is going with a business builder who is respected, if not universally loved, inside the firm. The move amounts to a bet that the coming decade will look little like the last one, as Goldman continues to evolve from a secretive trading powerhouse into a more entrepreneurial place.

The two men were told of the board's decision last week, at which point Mr. Schwartz, who was informed upon his return from a West Coast trip, said he would leave, people familiar with the matter said.

Mr. Blankfein shared the news Monday morning with the firm's management committee, a group of about 35 top officials. ""Harvey's leaving the firm,"" the typically blunt CEO said, according to people briefed on the meeting. Mr. Solomon quickly canceled a planned trip to China.

For generations, power at Goldman has swung between bankers and traders. When Mr. Blankfein, a former trading chief, took over in 2006, that business was dominant. Since the financial crisis, though, it has faltered, sending Goldman into new businesses like consumer banking and low-fee index funds in search of growth.

Those changes were seen to favor Mr. Solomon. He is known less as a superstar deal maker than a strong manager, able to prune dead weight, motivate strivers and marshal Goldman's resources behind big initiatives.

""David is a pied piper, and I mean that in the best way,"" said Chris Nassetta, CEO of Hilton Hotels Corp., who worked with Mr. Solomon at Bear Stearns. ""People want to follow him.""

Mr. Solomon came to Wall Street in the mid-1980s, selling commercial paper at Drexel Burnham Lambert. Off duty, he played social planner to a group of college friends, organizing casino outings in Atlantic City and summer rentals in the Hamptons, where roommates would wake up to find him mowing the lawn.

After a stint at Bear Stearns, Mr. Solomon joined Goldman as a rare outside partner in 1999 and set out to build a junk-debt business. In 2006 he assumed responsibility for Goldman's investment bankers, who advise companies on mergers and fundraisings.

Mr. Solomon is credited with professionalizing that division, which he ran for a decade. He had a policy of giving zero bonuses to the bottom 5% of employees, executives said. But he also spearheaded Goldman's efforts to lighten the workload for junior bankers, and took a leading role in the firm's effort to recruit and promote women. He built a debt capital-markets business that reported record revenues last year.

Mr. Schwartz, meanwhile, embodied Goldman's profitable past, having scaled the ranks of its trading division. As finance chief from 2013 to 2016, Mr. Schwartz navigated the political and market forces that reshaped banking after the crisis, and was a strong hand in the areas of risk management and regulation.

He graduated from high school in New Jersey and didn't bother applying to college, instead joining a local gym as an athletic trainer. He eventually attended Rutgers University, working as nightclub bouncer and other odd jobs to pay his way, and joined Citigroup Inc. as an operations temp in 1989.

He came to Goldman's commodities trading arm in 1997 as a derivatives salesman, helping energy and mining companies protect themselves from price swings.

By 2008, Mr. Schwartz was running the trading division. As the financial crisis unfolded, he kept the firm on the offensive while competitors pulled back. The gambit worked: Goldman's traders made $33 billion in 2009, the most profitable year on record for a Wall Street broker-dealer.

Mr. Schwartz was named CFO four years later, a move so unexpected that senior executives including the firm's heads of risk and accounting threatened to quit, according to a person familiar with the matter.

But Mr. Schwartz won over critics by overseeing an operation that avoided surprises that plagued other banks. His 18-quarter tenure as CFO is captured in pen on a pair of lime-green boxing gloves that he keeps in his office, a gift from Goldman's finance team: ""18-0, all by KO.""

As co-president, he helped shepherd the firm's consumer-lending initiative, Marcus, to its 2016 launch.

""It's been an incredible 21 years,"" he said in his final management committee meeting Monday, according to attendees. ""I've gotten more out of the firm than I put in. It's been an honor.""",1
6-Mar-18,73.17,74.14,73.15,73.47,33033740,citigroup,"American Express has a new leader, but its strategy and message haven't changed much. That may not cut it in a highly competitive and rapidly changing payments landscape.

New Chief Executive Stephen Squeri stuck to some familiar themes in his presentation during the company's annual investor day on Wednesday. He stressed the importance of the company's integrated, ""end-to-end"" business model, which includes customer cards, a global payments network and merchant services. He also touted the brand's reputation for security and customer service.

Over the course of the day, AmEx largely reiterated existing financial targets for 2018. It did, however, downgrade the amount it expects to earn in merchant fees per transaction.

On the consumer side, AmEx appears to have weathered a competitive assault from big bank rivals like JPMorgan Chase and Citigroup surprisingly well. The relaunch of its flagship Platinum card last year was well-received. The company says it finished 2017 with a record number of Platinum customers who had also spent record amounts. It also renewed co-brand partnerships with Hilton Worldwide Holdings and Marriott International.

There remain reasons for concern, though. AmEx's rewards costs have been rising, but they remain low even compared with lower-end competitors. According to Credit Suisse Group, AmEx's rewards cost per dollar spent on its cards came to just 0.81% in 2017, compared with 1.1% for Capital One Financial and 1.24% for Discover Financial Services. This suggests pressure to keep enhancing rewards.

The company says its strong brand and the ""experiential value"" of its cards outweigh ""commoditized"" rewards like cash back and points. But, over the long run, money tends to talk loudest.

Second, the costs of the company's drive to expand lending to cardholders are coming into clearer view. Total provisions for credit losses rose 36% in 2017, and the company said it expects similar growth this year. Credit Suisse analyst Moshe Orenbuch notes this would put provision expenses at nearly half of pretax income this year, compared with just 25% in 2016.

The company stresses that the U.S. consumer business accounts for less than a third of its total business. But the competitive pressures in the U.S. consumer market aren't going away soon.

Leaning on its traditionally strong brand reputation isn't enough.",1
6-Mar-18,73.78,73.87,73.01,73.34,13334033,citigroup,"Snap is a bit too young to be worried about dieting.

The parent company of Snapchat is planning to trim about 10% of the engineers in its employ, The Wall Street Journal reported Wednesday. An internal memo from the company obtained by the news site Cheddar put the total number of layoffs at 120.

Snap reported 3,069 full-time employees at the end of 2017, which was a gain of 65% from the previous year. But its pace of expansion slowed remarkably late in the year.

Minding the expense line typically isn't a bad idea for a company that, even with several favorable adjustments, lost more than $720 million last year. But investors aren't expecting Snap to cut its way into profitability.

Snap's fourth-quarter results last month were a good sign for the long term as user growth accelerated following a prolonged slowdown.

But the company also has shed nearly $3.7 billion in market value since those results after a recent redesign of Snapchat proved controversial.

Mark May of Citigroup cited a ""significant jump in negative app reviews"" when he downgraded the stock to a ""sell"" rating on Feb. 20. Snap shares lost 6% two days later after Kylie Jenner, one of the famed Kardashian clan, tweeted a criticism of the new design.

One celebrity, of course, isn't going to make or break the service. But the fact that Snap is still vulnerable to such whims indicates that those still employed by the company have a big job ahead.",0
6-Mar-18,75.28,75.29,73.32,73.47,18485737,citigroup,"The Dow Jones Industrial Average fell after economic adviser Gary Cohn's resignation from the White House led to renewed concerns over a possible trade war and its impact on global growth.

Some investors saw Mr. Cohn's resignation as a sign that President Donald Trump was pushing forward with the steel and aluminum tariffs he promised last week and were worried that protectionist trade policies could spread. Mr. Trump will sign a proclamation to enact the tariffs this week, with ""potential carve-outs"" for Mexico, Canada and possibly other countries, press secretary Sarah Huckabee Sanders said Wednesday.

Global trade disruptions could lead to ripple effects for a wide range of commodities and products, some investors fear, resulting in higher costs for companies and consumers and slower economic growth. The concerns about trade come after worries about higher interest rates sent the blue chips in February to their worst month in two years.

""We do think the aggregate risk to this more placid narrative has really gone up in recent months,"" said Eric Freedman, chief investment officer for U.S. Bank Wealth Management. ""Things like trade policy changes and the potential for a trade war -- those are real issues that may alter the timeline of economic growth and stability.""

The Dow industrials closed down 82.76 points, or 0.3%, at 24801.36, after earlier shedding as much as 349 points. The S&P 500 edged down 1.32 points, or less than 0.1%, to 2726.80, while the Nasdaq Composite added 24.64 points, or 0.3%, to 7396.65.

Stocks rose to start the week after prominent members of the Republican Party pushed back against the tariffs, fueling bets that a widespread trade war was unlikely.

A number of companies and other countries have also voiced concerns about the tariffs in recent days, with full details yet to be announced and uncertainty surrounding negotiations over the North American Free Trade Agreement. The European Union on Wednesday urged Mr. Trump to rethink his planned tariffs, threatening to strike back unless he reverses course.

""You will have a disruption in growth if you get to the point where everybody is saying, 'We have no other option but to hit back,'"" said Dec Mullarkey, a managing director on the investment research team at Sun Life Investment Management.

Industrial firms that would be hurt most by higher commodities costs were among Wednesday's worst performers. Heavy-machinery maker Caterpillar fell $2.24, or 1.5%, to $151.51, weighing on the Dow.

Some U.S. bank stocks also fell as markets fretted over Mr. Cohn's departure and its implications for trade, the economy and regulation. JPMorgan Chase fell 43 cents, or 0.4%, to 114.73, while Citigroup slipped 14 cents, or 0.2%, to 73.92.

Oil prices fell 2.3%, leading to declines in the energy sector after government data showed crude stockpiles rose and U.S. production reached new heights last week. Those losses helped offset gains in the technology, health-care and real-estate sectors.

Some investors said they expect the market to recover and the global economy to remain strong, as long as an all-out trade war is avoided.

""In general, it should be a good period [for markets], but it's probably going to ping pong between these bouts of low volatility and great asset performance and short, sharp corrections that push people back on their heels when something crops up on the trade front"" or elsewhere, said Robert Tipp, chief investment strategist at PGIM Fixed Income.

Asian stocks were higher early Thursday. At midday in Tokyo, Japan's Nikkei was up 0.75% and Hong Kong's Hang Seng Index was up 1.3%.",0
9-Mar-18,76.14,76.41,74.655,74.91,12636587,citigroup,"As Charles Scharf settled into his first weekly sales meeting at Bank of New York Mellon Corp. last summer, the newly named chief executive thought there were far too many of his colleagues there.

Within weeks, the meetings were revamped; fewer employees were invited and those that did were expected to participate. ""It's true of everything,"" Mr. Scharf told The Wall Street Journal. ""Meetings should have as few people as possible, but all the right people.""

It is a familiar tenet to those who worked alongside Mr. Scharf at Citigroup Inc. and later JPMorgan Chase & Co., where he served for years as a top lieutenant to CEO James Dimon. Both Mr. Dimon and Citigroup's Sandy Weill leaned on a small cadre of deputies to overhaul businesses, with people that could often ""finish each other's sentences"" in rooting out bureaucracy, one former colleague said.

Mr. Scharf, who joined BNY Mellon in July, is turning to pages of the same playbook as part of a broader overhaul. He already has laid off staff, consolidated office space and overhauled executive pay. His challenge is to kick-start the bank that has been mired by slow growth and price wars that have weighed on profit.

BNY Mellon completes some of Wall Street's most vital, if boring, tasks: connecting many of the world's sellers to buyers, tracking the value of securities and safeguarding trillions of dollars in assets. Yet many of those businesses still rely heavily on legions of operations employees.

Alexander Hamilton, who founded the Bank of New York more than two centuries ago, ""left for the duel and told the bank not to change anything until he got back, and they haven't,"" one former competitor said, recounting an old joke about the custody bank.

At an investor meeting Thursday, Mr. Scharf will outline his plans for change, and details on additional cost cuts are likely.

Of BNY Mellon's 53,000 employees, some 20,000 work in operations. As the bank moves to automate processes, in time ""that number should be a fraction of what it is,"" Mr. Scharf said.

BNY Mellon aims to ride one of the biggest changes to affect the financial world in decades: the digitization of nearly every step that money takes as it flows through the global economy.

Mr. Scharf is spending heavily in technology in an effort to better harness the reams of data produced by the assets they oversee. In January, he told investors that he would plow all of this year's benefits from the new U.S. tax rules, some $250 million, into investments in technology and employees.

And then there is the dress code. It is common for Mr. Scharf to arrive at work wearing black jeans.

Mr. Scharf is eager to pick up the pace. He also has been careful not to move too quickly, sounding out some of his new colleagues on how to avoid alienating employees, people familiar with the matter said.

""Every organization can move at a different speed,"" Mr. Scharf said.",0
9-Mar-18,75.95,76.53,75.92,76.02,13398244,citigroup,"The Senate is debating a bill that would relax Dodd-Frank's chokehold on small banks, but a couple of provisions that ease capital and liquidity standards for the giants will make the financial system more vulnerable in a panic.

Tucked into Banking Chairman Mike Crapo's legislation is a directive to federal agencies to amend the ""supplementary leverage ratio"" for custodial banks by excluding deposits at a central bank. Custodial banks secure assets for clients such as large institutional investors and fund managers.

At first glance, this provision would appear to apply only to Boston-based State Street, Chicago's Northern Trust and Bank of New York Mellon. But Citigroup and J.P. Morgan also offer custodial services and are trying to join the party. You can bet others will want in too. ""As Congress has sought to make a common sense change to the way capital rules treat custody assets, we have asked that they apply that change to all custody banks to maintain a level playing field in this important business,"" a Citi spokesman said last week.

As we saw during the crisis, financial regulators are poor judges of risk. Banks had piled into investments that regulators deemed low risk such as mortgage-backed securities and sovereign debt that let them meet capital standards even while remaining highly leveraged. You know how that worked out.

So the Federal Reserve and other regulators in 2014 adopted a simple, non-risk weighted measure of equity to total assets called the supplemental leverage ratio -- 5% for global giants. Banks get no more credit for investing in Treasurys than in corporate debt. This leverage limit prevents banks from gaming capital rules and herding into putatively ""low-risk"" assets, which overall reduces systemic risk.

The big guys gripe that the Fed's capital standards are excessive. But if banks want to lend more, they can build equity. Last year Citi and J.P. Morgan each announced plans to return some $19 billion to shareholders. Big banks were undercapitalized prior to the panic and experienced losses on average equal to 6% of assets. Most have built up about that much now, though State Street, Bank of New York Mellon, Goldman Sachs and Morgan Stanley have less.

An exemption for central bank deposits would improve the leverage ratio on paper for many big banks to between 7% and 8%. So custody banks could stash their customer funds at the Fed or another central bank where they'd earn modest interest. The risk is that they will then use this dispensation to increase debt or reduce capital.

The Congressional Budget Office estimates a ""50 percent chance"" that regulators would extend the regulatory exemption to J.P. Morgan and Citi, which is probably low. Fed Chairman Jerome Powell said last week at a Congressional hearing that ""the leverage ratio can deter banks"" from ""engaging in low-risk wholesale activities, particularly the custody banks,"" adding that ""I think we got the calibration a little bit wrong so our plan is to roll it back."" His preference would be to do so for all big banks.

The economy could use more risk-taking, and some small businesses have had trouble getting credit under the new Dodd-Frank regime. But the Senate bill would remedy this problem by reducing administrative burdens on regional and community banks where regulatory compliance has gratuitously diverted resources from customer services. Regional and community banks have on average a leverage ratio of 8.7%.

If central bank deposits are exempted from the leverage ratio, why not Treasurys or municipal debt? Speaking of which, big banks are also pleading for more latitude under the Fed's liquidity rules. The Senate bill obliges by directing the Fed to classify investment-grade municipal debt as ""high quality liquid assets.""

Banks love muni debt because of its tax exemption and supposed security, though bankruptcies in Puerto Rico, Detroit and Stockton, Calif., betrayed this conceit. Muni bonds are not actively traded in the secondary market, and prices are opaque. The 1975 Tower amendment also exempts municipal securities from mandatory investor disclosures.

Government finances can quickly deteriorate. Recall the Orange County bankruptcy in 1994 that resulted from bad bond bets amid rising interest rates. During a market meltdown, banks would find it hard to unload munis. One lesson from the last crisis was that even supposedly liquid, high-grade assets can become illiquid when investors panic, markets lock up and prices fall.

The Senate bill would encourage banks to pile into munis and make it cheaper for states and cities to borrow -- thus encouraging more government leverage. Governments and financial investors are often co-dependent, but Senators ought to resist enabling both.",1
9-Mar-18,74.95,76.37,74.6,76.11,15939242,citigroup,"WASHINGTON -- Four financial companies, including Citigroup Inc. and online lender Kabbage Inc., said they have formed a consortium to address the cybersecurity risks of financial-technology firms, a sign of the industry's growing links to traditional banks and insurers.

The consortium, which was created in response to recommendations in a World Economic Forum report released Tuesday, also includes Zurich Insurance Group AG and Depository Trust & Clearing Corp., a U.S. clearinghouse.

""There are a lot of these fintechs popping up left and right,"" said Matthew Blake, head of the financial and monetary system initiative at the World Economic Forum. ""The financial system is becoming much more modular,"" he added, noting that the ""one-stop shop"" model of banking is being challenged by new types of financial services firms.

The group's first objective will be to establish criteria to enable fintech companies to evaluate the level of their cybersecurity defenses. The World Economic Forum report called for the creation of such criteria as well as a common metric to measure fintech firms' cybersecurity exposure. Those steps would allow traditional financial institutions to better evaluate the level of risk they are exposing themselves to when partnering with fintech firms, Mr. Blake suggested.

""Technologists are not incentivized to focus on cybersecurity upfront in the design phase,"" said Mr. Blake. ""Really innovative companies [have] some cybersecurity preparedness but not to the level of what an incumbent company would offer,"" he said.

The recommendations, based on input from bank leaders and other financial executives, lays out more than a dozen additional steps financial companies should take to evaluate and improve fintech firms' cybersecurity defenses.",1
9-Mar-18,74.14,74.23,73.127,74.11,10878604,citigroup,"WASHINGTON -- Bipartisan legislation expected to clear the Senate as early as this week has just one provision that is set to directly benefit the nation's megabanks: a section aimed at making it easier for them to buy state and local bonds.

The provision, championed by Citigroup Inc. and other large banks, would ease a new rule aimed at ensuring banks can raise enough cash during a financial-market meltdown to fund their operations for 30 days, requiring them to hold more cash or securities that are easily salable.

Under federal banking rules approved in 2014, those ""high quality liquid assets"" included cash, Treasury bonds and corporate debt but not municipal debt. Banks like to hold municipal bonds because of their safety and tax advantages.

The Senate on Tuesday voted, 67-32, to formally begin debate on the bill, which primarily benefits small and medium-size banks, easily reaching the 60 votes needed and signaling that the measure has enough support from Democrats to pass by a comfortable margin. The legislation was backed by 16 Democrats and one independent, Maine Sen. Angus King, bucking Massachusetts Sen. Elizabeth Warren and 31 other Democrats who opposed the procedural vote.

Including the municipal-bond provision in the deregulatory bill was a priority for the nation's biggest banks that buy a lot of municipal securities as investments. A Citigroup lobbyist recently told a Senate staffer that the firm would be pleased if easing the treatment of municipal debt under the bank-funding rule was the one thing it could accomplish during the current Congress, said a person familiar with the conversation.

State and local officials have praised the move, saying their securities could suffer if banks begin to shun them.

A Citigroup spokesman said the bond provision ""is supported by a wide array of groups focused on helping cities and states address critical infrastructure needs.""

While the provision is a victory for Citigroup, the biggest U.S. banks haven't lobbied extensively on the Senate bill, congressional aides said. Big firms have spent billions of dollars to comply with postcrisis rules and generally aren't eager to tear them down.

Analysts have said changing the rule for municipal products would be a mistake because it would erode the core of a bank-safety rule put in place after the 2010 Dodd-Frank law. While municipal securities have relatively low default rates, they are traded thinly and shouldn't count as liquid assets, critics say.

""It's an outrageously bad idea,"" said Phillip Swagel, a professor at the University of Maryland who served in the George W. Bush Treasury, characterizing the provision as an implicit federal guarantee of the municipal market. In the next crisis, banks will have trouble selling their municipal securities, freezing up the market for them and requiring the government to step in to backstop it, he predicted.

While lawmakers agreed to include the municipal-debt measure, they rebuffed Citigroup and JPMorgan Chase & Co. efforts to water down a separate postcrisis capital requirement known as the supplementary leverage ratio.

That regulation effectively restricts banks from making too many loans without adding new capital, forcing firms to maintain a proportion of capital to fund their assets.

The legislation includes a provision to diminish the leverage ratio in a way that lawmakers say would only benefit financial institutions primarily engaged in ""custody services,"" in which they hold assets on behalf of other banks. Citigroup and JPMorgan, global banks that don't fit the definition but still offer custody services, have argued it is unfair to carve out certain banks from the provision and not others.

""As Congress has sought to make a common sense change to the way capital rules treat custody assets, we have asked that they apply that change to all custody banks to maintain a level playing field in this important business,"" a Citigroup spokesman said.

Senate aides said lawmakers crafted a delicate compromise that can pass the chamber and don't want to broaden the bill with more provisions helping big banks and risk having the bill fail.

Federal Reserve Chairman Jerome Powell has said that the Fed would prefer that Congress allow regulators to rewrite the leverage ratio rule. Instead, the bill directs regulators to exclude certain assets from the calculation of the leverage ratio for custody banks.

----

Ryan Tracy contributed to this article.

---

Lenders Could Get

Help From Senate

The Senate is voting on a bill as early as this week that would make the largest changes to financial regulatory law since 2010, when the Dodd-Frank Act passed. Supporters say it will help small lenders without undoing Dodd-Frank's core tenets. Opponents say the bill cuts protections against consumer abuses and financial crises. Here's what's in Senate Bill 2155.

Help for Regional Banks

-- Dodd-Frank said larger banks must follow stricter rules than smaller ones. It drew the line at $50 billion in assets, leaving about 40 of the roughly 5,670 U.S. banks above it. The bill would effectively raise that threshold to $250 billion in assets, leaving 12 banks facing mandatory annual ""stress tests"" and other hurdles.

Help for Big Banks

-- The bill would make it easier for big banks to buy bonds from state and local governments.

-- It would lower a capital requirement called the leverage ratio for State Street Corp. and Bank of New York Mellon Corp., two large ""custody"" banks that predominantly hold clients' assets for safekeeping, rather than lending out client money like traditional banks. Some observers say other big banks in the custody business, including JPMorgan Chase & Co. and Citigroup Inc., may end up qualifying for this help.

Help for Small Lenders

-- Small banks would be exempt from the Volcker rule, which bans banks from making speculative bets.

-- Small banks would file shorter financial reports with regulators, be examined less often and be released from some capital rules as long as they maintain a relatively high ratio of equity to assets.",1
9-Mar-18,73.18,74.075,72.86,73.92,14654894,citigroup,"The Senate this week will debate a bipartisan bill that would relax some of the 2010 Dodd-Frank law's blunderbuss regulations. Progressives are denouncing the modest reforms as gifts to Wall Street, though the irony is that Dodd-Frank has been a boon for the biggest banks.

Like ObamaCare, Dodd-Frank was a product of the Pelosi Congress and faith in the genius of central planners. The law enshrined too-big-to-fail while writing vague language that has led to hundreds of new rules, some measuring thousands of pages, that are the bane of small lenders and their customers.

Ms. Warren and Ohio's Sherrod Brown are leading opposition to Senate Banking Chairman Mike Crapo's bill that has 12 Democratic co-sponsors. ""The bank lobbyists are getting ready to pop champagne and light their cigars,"" Ms. Warren says. Bankers wish they partied as much as Ms. Warren says they do, but her claims bear little relation to the actual bill.

Mainly, the Crapo bill eases administrative burdens on 5,000 some community banks that make up about 98% of financial institutions but only 15% of assets. Small lenders would be exempt from Dodd-Frank's requirement to disclose loan demographic data by census track, income, race, age and gender.

Banks under $10 billion in assets would be exempt from the Consumer Financial Protection Bureau's qualified mortgage rule and its rigid underwriting standards and loan design. Progressives say the exemption could lead to another housing bubble. But only about 3% of single-family loans held by community banks were seriously delinquent during the first quarter of 2011 compared with more than 16% at banks with more than $1 trillion in assets, according to the American Enterprise Institute's Ed Pinto.

As ever, the real danger lies at the taxpayer-backed Fannie Mae and Freddie Mac, which securitize mortgages. The government-sponsored enterprises are exempt from key provisions of the CFPB rule and other underwriting standards under Dodd-Frank. The Crapo bill does nothing to reduce their taxpayer safety net, which is a shame.

The Warren left is most exercised by an increase in the bank asset threshold for ""enhanced prudential standards"" to $250 billion from $50 billion. This would liberate a couple dozen regional banks from too-big-to-fail rules designed to prevent failures among large systemically important financial institutions.

The standards are cumbersome, and compliance is costly. For instance, banks must establish ""procedures for monitoring intraday liquidity risk exposure."" This is like requiring all 50 states to develop earthquake-response plans when the risk is confined to a few. Mid-size outfits like Zions Bank of Salt Lake City didn't cause the 2008 financial panic. And even Barney Frank has said that applying the same liquidity and stress-testing requirements to banks with $50 billion in assets as those with more than $1 trillion was a ""mistake.""

Smaller banks are better capitalized than large institutions in large part because they don't benefit from a government safety net. Federal Deposit Insurance Corporation Vice Chairman Thomas Hoenig says regional banks have on average 200 basis points more in tangible equity than global giants.

While J.P. Morgan and Citigroup can afford to hire hundreds of compliance officers, Dodd-Frank's burdens handicap smaller competitors. Bank of America CEO Brian Moynihan said last month at the Economic Club of Washington that ""Dodd-Frank is fine"" and ""none of us are trying to touch it,"" though he wants lower capital standards for his bank.

The Federal Reserve is currently recalibrating capital requirements, which if anything ought to be higher for the big banks that have only 6% of tangible equity -- far less than the 10% that Mr. Hoenig says could be needed to withstand another panic.

One problem in the Crapo bill is a provision that eases capital standards by an effective 20% to 25% for so-called custody banks by excluding their central bank deposits. These banks required as much as $90 billion a day in emergency lending to cover funding losses during the crisis, and Mr. Hoenig warns that this carve-out could cause the giants to demand the same treatment.

Perhaps the bill's biggest defects are that it doesn't touch too-big-to-fail or the CFPB's unconstitutional design. The House has passed a better reform, and some of those ideas could make it into a House-Senate conference. One idea is to make the CFPB a bipartisan commission, which should elate Democrats who say Mick Mulvaney has defanged the agency.

The dozen Democrats who have broken with the Warren wing need a political winner after voting against the GOP tax cuts. Minority Leader Chuck Schumer also wants bank cash for his Senate candidates, which is why he's giving them a pass. Count it as progress that at least a few Democrats are beginning to dissent from Ms. Warren.",0
12-Mar-18,74.93,74.99,73.75,74.06,14891169,citigroup,"Albertsons Cos. and Rite Aid Corp. are bringing on a retail veteran to steer the grocery and pharmacy chains through their complex, roughly $24 billion merger.

Executives of the new company Monday named Jim Donald their president and chief operating officer. The 64-year-old former Starbucks Corp. chief executive was most recently CEO of the Extended Stay America Inc. hotel chain and sits on the board of chocolate supplier Barry Callebaut.

Albertsons Chief Executive Bob Miller said in an interview that Mr. Donald's decades of experience at many different kinds of retailers will help him stitch together Albertsons's and Rite Aid's disparate businesses.

""The skills he's acquired by doing those things will be a plus,"" Mr. Miller said.

Mr. Donald's tenure at Starbucks was bumpy, and he was pushed out in 2008 over concerns the coffee chain had overexpanded. He didn't respond to a request for comment. Mr. Miller said many CEOs struggled to stabilize consumer companies after the recession.

Mr. Donald also held leadership roles at Walmart Inc., Albertsons and other regional grocery chains in the past, and served on Rite Aid's board.

Retailers are looking to deals outside their comfort zones to defend themselves on one front against giants like Amazon.com Inc. and Walmart Inc. and on another against fickle customers who have more choices for filing their grocery carts and prescriptions.

Less than half of shoppers in a recent survey said one supermarket is their primary source for consumer products, according to the Food Marketing Institute trade group, down from 67% in 2005.

Bankers expect midsize retailers in particular to pursue more mergers. Albertsons and Rite Aid are ranked third in their respective sectors. Retail mergers also are getting larger. U.S. retail deals last year averaged $447 million, the second highest in more than a decade, according to Dealogic.

A Citigroup report last month predicted the number of deals will be higher this year after new federal tax legislation handed companies more cash to potentially deploy. Activist shareholders also are pressuring companies to make big bets

Deals between companies in different sectors can pose greater challenges than a merger between close competitors. Executives can struggle to synchronize everything from supply chains to loyalty programs between two companies that may not completely overlap, said J. Neely, managing director, Accenture Strategy, global M&A lead.

""The path to value is much more complex,"" he said.

Some grocery analysts worry Albertsons and Rite Aid could emerge as a big company without a unique identity that would fail to appeal to shoppers and persuade shareholders to stay on board.

""My main concern would be that this is a deal that primarily is about size,"" said Kevin Coupe, a supermarket analyst who writes the MorningNewsBeat industry newsletter.

Moody's Investors Service and S&P Global Ratings, meanwhile, said the company could struggle to generate profit while working off a high debt load.

""Albertson's is buried in debt,"" said Rite Aid shareholder Jonathan Martin, who intends to vote against the merger, which the companies hope to conclude this summer. ""It's going completely backwards for Rite Aid shareholders.""

The combined company's debt is projected to be more than six times earnings before expenses, a high level, according to Moody's.

Mr. Miller said the company has enough cash and that based on the response he received on a recent investor roadshow, he believes shareholders will approve the deal.

Executives believe the combined company will benefit from selling shoppers everything from migraine medication to meal kits in one store. Customers who shop for groceries while picking up prescriptions spend more than three times more than supermarket shoppers who only buy groceries, according to figures that Albertsons executives presented recently to shareholders.

Albertsons aims to make another acquisition in the next year or so, people familiar with the matter said. They said Cerberus Capital Management LP, the private-equity firm that owns a majority of Albertsons, won't sell its stake in the combined company soon and sees Rite Aid as a profit driver.

Cross-sector mergers also face less regulatory scrutiny than tie-ups between competitors, said Henry Su, a partner at Constantine Cannon in Washington D.C., and former staff attorney for the Federal Trade Commission. Both Albertsons and Rite Aid have faced regulatory pushback during past merger efforts with other partners.",1
