bank,Title,entryDate,PX_LAST,Label,Articles
Wells Fargo,"The Future of Finance (A Special Report) --- Personal Banking Becomes Even More Personal: Financial institutions know a lot about their customers, and they are eager to make more use of that knowledge"," Apr 25, 2017",117.66,0,"Banks know more about their customers than ever, and increasingly are trying to get more use out of that information. The results can be convenient, or just creepy. Banks can look at customers' debit-card and credit-card transactions, online-bill payments and account activity to see what they're buying, who they're working for and other information. Now, from the largest Wall Street behemoths to small community lenders, the banks are looking to use that data in new ways, investing in more-advanced technology to better target prospective customers and sell more services to existing ones. Such moves have been a long time coming in an industry not known for embracing technological change. But banks are under increasing pressure from well-funded startups that make snap lending decisions based on such unorthodox metrics as a customer's online-shopping record. Developments in artificial intelligence and machine learning are giving the banks more firepower to spot patterns in financial or personal issues a consumer might be having. Online bill payments, call-center interactions and online chats with customer-service representatives have given the banks more data to play with than ever before. But access by banks to so much personal information raises concerns about privacy and consumers' rights in this era of big data and the Internet of Everything. Richard Cordray, head of the Consumer Financial Protection Bureau, said at a recent industry conference that banks need to be careful about how they use and store customer data. ""We see the market moving quickly, with high stakes for all involved,"" Mr. Cordray says. New rules regarding data privacy are also on the way in Europe. Some big players are already being careful as a result of what they know. J.P. Morgan Chase & Co. is using customer data to determine when not to bug its customers. For instance, the bank doesn't want to pitch a new credit card to a customer who has recently been the victim of card-related fraud. Generally speaking, though, banks, including Chase, know they are sitting on a large deposit of gold -- and they intend to mine it. Chase, the largest U.S. bank by assets, tailors offers based on what it knows about customers' wealth, family size and recent spending and borrowing patterns, bank executives say. ""The last thing we want to do is sell somebody a product they don't want, or don't qualify for,"" says Kristin Lemkau, chief marketing officer at Chase. ""We want to strengthen the relationship, not cheapen"" it. That means connecting the dots in ways customers feel comfortable with. ""If someone is buying a lot of things at the home-improvement store. . .maybe we should call them up and ask if they need a home-equity line, versus the old days, where everyone who walked into the branch, we would say, 'Hey, do you need a home-equity line?' "" says Bob Hedges, a partner at consulting firm A.T. Kearney. Fifth Third Bancorp plans to experiment with cellphone location technology that will allow the bank to send customers a text message when they are close to a branch and encourage them to stop by. Melissa Stevens, Fifth Third's chief digital officer, says her bank will move cautiously. ""There's that balance,"" she says. ""You want to show that you're utilizing and embracing new technologies, but you also don't want to freak people out and accidentally alienate customers."" Contacts that make consumers look over their shoulders may still be welcome as long as the messages are appropriate or useful, bankers say. Rob Lee, chief product officer for banking and payments at financial-technology company FIS, says his company is helping banks with just-in-time marketing. If a bank notices a customer eating lunch at different college campuses all week, it might send offers or news about student loans, he says. Or customers who keep spending money on car repairs might be receptive to messages about how to qualify for a car loan. Other pressures, besides competition from startups, are pushing banks to mine their data for more opportunities. For decades, they were more interested in buying other banks to become bigger, then integrating the target bank's technology to cut costs. The financial crisis largely put an end to such deals; now banks are looking inward to their relationships with customers. When Wells Fargo & Co. customers have their paycheck deposited by a different employer, these days they might get asked if they need help switching their 401(k) over from the previous employer, says Charles Thomas, the bank's chief data officer. A spokeswoman for Wells Fargo, which in September settled with regulators over charges that it opened accounts using fictitious or unauthorized customer information, says that data is helping it prevent fraud, process speedier transactions and make basic recommendations. The bank also hopes to use newer tools including artificial intelligence to do things like send customers text alerts about unusual transactions or offer virtual financial advisers. At Citigroup Inc., the bank knows when customers have redeemed credit-card points for travel rewards, and in response it highlights travel options like flights and hotels when reminding those customers to redeem more points. Some banks are hiring data-analytics firms to help them find out more about their customers, using data they already have. When First Financial Bancorp, a community lender based in Cincinnati, discovered that many of its customers weren't tapping the home-equity lines of credit they opened at the bank, it asked Segmint Inc., a data-driven marketing firm based in Akron, Ohio, to analyze those customers' credit-card transactions, online bill payments and other information. Then it started targeting those customers with messages based on what it thought would interest them. To some the bank sent messages noting that the money from a home-equity line would be a great way to help with home repairs. To others, it encouraged using the money to travel. The project so far has increased the usage rate on the home-equity loans, says Lynda Crossan, vice president of marketing. Not every profitable use of customer data requires an analytical or technological approach. In 2014, Wells Fargo started sending birthday notes to customers via its mobile app. The following year, tellers in branches started offering birthday wishes as well. A Wells Fargo spokeswoman says customers ""love the personal touch."""
Wells Fargo,'Living Will' for Wells Cleared by Regulators," Apr 25, 2017",118.04,1,"Wells Fargo & Co., girding for a contentious shareholders meeting, got some unexpected good news on another front: Regulators signed off on its attempt to fix a blueprint for avoiding a bailout should the bank ever founder. The Federal Deposit Insurance Corp. and Federal Reserve on Monday said Wells Fargo passed its ""living will"" for 2015. The regulators had failed the bank early last year and dinged it a second time in December, essentially meaning Wells Fargo had failed a make-up test. A Wells Fargo spokesman didn't have an immediate comment. Resolution plans, known as living wills, are a requirement of the 2010 Dodd-Frank law, which sought to prevent bailouts partly by forcing big banks to develop a plan for how they could go through bankruptcy without taxpayer assistance. The law directed regulators to judge whether plans are credible and gave them power to sanction, or even break up, firms that are found lacking. Wells Fargo's December submission marked the first time the Fed and FDIC imposed penalties on a bank under the process, barring Wells Fargo at the time from creating new international banking units or acquiring any nonbank subsidiaries. There would have been additional sanctions if the bank didn't pass its most recent resubmission, such as capping growth or forcing it to divest itself of certain assets or businesses."
Wells Fargo,Greater New York Watch," Apr 25, 2017",114.74,0,"NEW JERSEY East Orange Divests From Wells Fargo The city of East Orange has pulled public funds from Wells Fargo & Co. after lawmakers accused the bank of engaging in predatory-lending practices and exacerbating the city's foreclosure crisis. City officials said Wells Fargo holds 13% of the 439 mortgages currently in foreclosure in East Orange. City Councilman Chris James said the bank forced people from their homes and then let the vacant properties fall into disrepair. ""We can't have the city's money, that's from hardworking people's taxes, in this system,"" said Mr. James, a Democrat who led the divestment push. A spokesman for Wells Fargo said the company is committed to boosting homeownership and to supporting ""racially and ethnically diverse home buyers.  Kate King NEW YORK CITY Councilman Endorses Mayoral Hopeful Dietl Eric Ulrich, one of three Republicans on the New York City Council, on Monday endorsed mayoral candidate Bo Dietl, lending the weight of an elected officeholder to a political novice. Mr. Ulrich's endorsement signaled Mr. Dietl may be embraced by Republican officials, after initially trying to run as a Democrat and now running as an independent. ""He's a real New Yorker who's not afraid to speak his mind,"" said Mr. Ulrich on the steps outside City Hall. Mr. Ulrich, who has been criticized by some conservative constituents for opposing Donald Trump during the presidential campaign, has flirted with his own mayoral bid but recently decided against it. Mayor Bill de Blasio has led general-election polls in the predominantly Democratic city. Businessman Paul Massey is viewed as the GOP front-runner. Mike Vilensky QUEENS Investigators Pursue Cause of Deadly Fire Fire marshals sifted through charred wreckage and worked through the night to try to determine what sparked a fast-moving house fire that killed five people, but don't believe the blaze spread from a car found burned out in the driveway, officials said Monday. A passing motorist called 911 to say someone had jumped from a window Sunday afternoon, and by the time firefighters arrived minutes later, flames were chewing through the roof and roaring out upstairs windows. No working smoke detectors were found. Associated Press"
Wells Fargo,The Shattered Arguments for a New Glass-Steagall," Apr 26, 2017",114.73,1,"Gary Cohn may not be the first White House official you'd expect to favor reinstating Glass-Steagall, the Depression-era law that split commercial banks from investment banks. Yet Mr. Cohn, the former Goldman Sachs president who now leads the National Economic Council, urged just that in a private meeting with lawmakers, according to Bloomberg News. This is deeply disappointing, particularly coming from an administration that seeks to stimulate growth by removing the government shackles that suppress competition and burden markets.The 1999 repeal of Glass-Steagall was unfairly blamed in the aftermath of the 2008 financial crisis. Some people -- apparently Mr. Cohn among them -- mistakenly believe that investment banking is so risky that it should be once again kept separate from commercial banking. The truth is exactly the opposite: Traditional investment banking entails very little risk. The danger is stand-alone investment banks that are not diversified enough to survive a shock.Traditional investment banks primarily underwrite debt and equity for corporations; provide advice on mergers, acquisitions and divestitures; buy and sell securities for institutions; and help clients hedge their risks. These activities involve almost no risk on the investment banks' own books. In contrast, commercial banks extend credit to people and businesses and retain a good deal of both the credit risk and the interest-rate risk. The repeal of Glass-Steagall allowed these banks to diversify their risks and revenues by providing fee-based investment services.Banks are at risk of failure when they become too concentrated by geography, industry or product line. Risk needs to be diversified so that no one mistake can bring down the entire institution. Even firms like Citigroup and Bank of America that made a series of mistakes in the 2008 crisis survived because they were diversified. Investment banks that were not properly diversified did not survive: Bear Stearns, Lehman Brothers, Merrill Lynch.The major perpetrators of the 2008 financial crisis were 20 or so institutions that had originated, securitized and distributed exotic subprime mortgages with toxic features. About 10 investment banks packaged mortgages made by savings-and-loan associations such as Countrywide, Washington Mutual and Indy Mac, and by state-chartered mortgage brokers -- many of which committed outright fraud. These S&Ls were the remnants of an industry that had cost taxpayers some $150 billion during the 1980s and early 1990s. Notably absent from this array of culprits were large commercial banks, with an exception or two.Unfortunately, regulators failed to see or act on the growing problems until they had escalated into a full-scale financial crisis. The Securities and Exchange Commission failed to enforce adequate capital and liquidity requirements on investment banks, including Bear Stearns and Lehman Brothers, which had trillion-dollar balance sheets funded by volatile and expensive short-term wholesale funds.As a consequence of the crisis, the offending investment banks and S&Ls were sold, liquidated or converted into regulated banking companies. The financial system has stabilized at historically high capital levels and the economy is growing again (albeit much too slowly).Today there are no major stand-alone investment banks engaged in high-risk trading for their own accounts. After much turmoil and hundreds of billions of dollars in losses, they are finally gone. Investment banking now either is part of the regulated commercial-banking industry or is conducted in small boutique firms that are not highly leveraged. A separate hedge-fund industry exists for private investors interested in proprietary trading, private equity, exotic securitizations, and other high-risk businesses.This is a positive change for the safety and soundness of the financial system. Yet almost unbelievably, there are calls to restore Glass-Steagall, re-create stand-alone investment banks, and allow them to operate once again outside the regulated banking system. The administration and Congress should not even consider putting America's economy at risk that way again."
Wells Fargo,Banking &amp; Finance: Citigroup Holders Approve Pay Plan," Apr 26, 2017",115.16,0,"Citigroup Inc. shareholders cast 95% of their votes at Tuesday's annual meeting in support of the bank's compensation plan for top executives, following a jump in the stock price and a pay cut for Chief Executive Michael Corbat.That reversed tepid support last year, when the bank's annual ""say on pay"" resolution received 64% of votes cast. The average bank in the S&P 500 index received 91% support, according to proxy-advisory firm Institutional Shareholder Services Inc.In contrast to a rancorous Wells Fargo & Co. annual shareholder meeting that also took place Tuesday, Citigroup's conclave was relatively placid. But it wasn't totally uneventful: There was one major interruption when a group took the stage at the Cooper Union hall in New York for a few minutes to protest the bank's lending related to the l Dakota Access Pipeline.Otherwise, Citigroup shareholders backed the bank's overall strategy, overwhelmingly rejecting a breakup proposal. The current board also received more than 98% support from voters. The breakup measure got 2.5% of votes cast, down from 3.5% last year.A more extensive debate on the bank's performance could await Citigroup in July, when it will hold its first investor day meeting in several years.The bank succeeded in tamping down the major concern at last year's meeting, executive pay. Following last year's say-on-pay vote -- which isn't binding but an indication of shareholder support -- Citigroup's board made a handful of changes.For one, it cut Mr. Corbat's pay. For 2016, Mr. Corbat is expected to receive total compensation of $15.5 million, a 6% decrease from the previous year.That helped the bank match up more favorably with its stock performance and peers. The cut came despite Citigroup stock generating a 16% total return in 2016 compared with negative 4% in 2015, when Mr. Corbat's pay rose.Last year, proxy-advisory firms Glass Lewis & Co. and ISS recommended that shareholders vote against the say-on-pay resolution. This year, both firms recommended voting in favor, citing the measures the bank took after last year's vote.""The board has demonstrated sufficient responsiveness,"" ISS said in a report this month.Like most big banks, Citigroup's stock has jumped since the U.S. presidential election, partly on hopes that the Trump administration will give firms a wider berth to return capital.Citigroup returned $11 billion to shareholders last year and expects to increase that amount. Mr. Corbat told shareholders that Citigroup pressed the case for a bigger payout when the bank made its 2017 stress-test submission to regulators.The company made other changes after the 2016 vote, including shifting more pay from cash to stock and basing future performance-based stock grants partly on 2019 return on capital and profitability.Mr. Corbat acknowledged that the bank fell short on several measures in 2016, such as declines in net income and return on assets.He said that was driven by decisions to make new investments in several areas, including credit cards, consumer banking in Mexico and stock trading, which will generate faster growth and capital return."
Wells Fargo,Wells Fargo Directors Face Shareholders' Ire," Apr 26, 2017",115.06,0,"Shareholders at scandal-scarred Wells Fargo & Co. voted Tuesday to keep all 15 of the bank's directors, but in a stinging rebuke rarely seen in corporate elections did so in some cases by slim margins.After a three-hour annual meeting replete with shareholder outbursts and one unscheduled break to remove an angry investor, the San Francisco company announced voting tallies that showed the toll of the aggressive sales practices last fall that cost Wells Fargo $185 million in fines.Most striking, the bank's nonexecutive chairman, Stephen Sanger, garnered only 56% of shareholders' support, far below the 95% or more that most directors usually get with little fanfare. The head of the bank's risk committee, Enrique Hernandez, fared even worse, getting a 53% vote. In all, nine directors got votes of less than 75%. None of the board's longer-serving directors could muster more than 80% of the vote.""The outcome is a wake-up call that directors at U.S. companies may no longer glide through a crisis without taking individual hits in reputation,"" said Stephen Davis, associate director of Harvard Law School's Programs on Corporate Governance and Institutional Investors. ""Institutional investors are staffing up for regular, tougher scrutiny of directors.""Mr. Sanger, a former General Mills chief executive who spearheaded the board's response to last year's fake-account scandal, said Tuesday that shareholders ""sent the entire board a clear message of dissatisfaction.""Even so, neither Wells Fargo nor the board said there would be any immediate changes in the wake of the vote. Instead, Mr. Sanger reiterated what the bank has told some large shareholders privately: that six directors will step down from the board within the next four years when they hit the mandatory retirement age of 72 years old.Mr. Sanger, who turned 71 this month, added that the board is ""urgently looking"" to add new talent beyond the two directors who joined the board in February. Those two directors, along with CEO Timothy Sloan, who joined the board last year, received 99% majorities from shareholders on Tuesday.For Wells Fargo, while the unanimous re-election of directors is a relief, the fact that a majority of directors received less than three-quarters support suggests that the bank's board may face continuing pressure to make more changes.The breadth and scale of shareholders' limited support, especially with no alternative board candidates, is ""very rare,"" said Sandeep Dahiya, an associate professor at Georgetown University's McDonough School of Business.Over the past 10 years, only 22 directors a year, on average, at S&P 500 companies received less than 60% of the vote for re-election, according to ISS Analytics, the data arm of proxy advisory firm Institutional Shareholder Services Inc.Focus on the board election built earlier this month, when ISS recommended that shareholders vote against re-electing 12 Wells Fargo directors who served while the sales practice issues occurred. Some large shareholders thought the board was slow to react to the sales-practices problems, but have cited improvements in the board's response more recently.Though Wells Fargo's board has been active over the past several months in seeking shareholder feedback, issuing detailed results of an independent investigation over the sales practices and clawing back about $183 million in pay from executives, Mr. Dahiya said more actions may be necessary.He said in the coming months it is possible some board members may voluntarily depart as typically the more dissatisfied shareholders are, the more likely directors are to leave. The bank and board declined to comment beyond an earlier press release Tuesday.Tensions flared at the bank's meeting, held at a golf resort's conference center in Ponte Vedra Beach, Fla. Among the roughly 300 shareholders attending, four shareholders spoke out of turn, yelling at the board or management to voice complaints.The first shareholder outburst prompted Mr. Sanger to halt the meeting for several minutes while the investor was removed from the room.Before Mr. Sanger read the vote tallies at the end of the meeting, former and current bank employees and customers came to a microphone, sometimes fighting back tears. Some discussed health problems and stress they say were brought about by the bank's aggressive sales culture. Others recalled decisions by the bank to foreclose their home.Mr. Sloan in most of these cases directed the speakers to follow up with Wells Fargo officials after the meeting.One former employee apologized to customers for the bank's aggressive sales tactics, and said that they were why she left the company. Mr. Sloan, in response, asked her to ""consider coming back,"" adding that the bank has rehired more than 1,000 employees who had left because they didn't feel comfortable with the sales practices.A bank spokesman said most of those rehires, since September, are within the retail banking unit but declined to comment further."
Wells Fargo,Business &amp; Finance," Apr 26, 2017",113.32,0,"Trump is set to unveil a proposal to cut corporate taxes on foreign profits and slash the top rate on pass-through businesses.The Nasdaq closed above 6000 for the first time, rising 41.67 points to 6025.49, in the latest sign tech has become a driver of the stock rally.The Dow climbed 232.23 points to 20996.12, lifted by upbeat earnings reports.A drop in bond and commodities prices could signal slower growth ahead.Wells Fargo shareholders voted to keep all 15 of the bank's directors, but in a stinging rebuke did so in some cases by slim margins.The U.S. housing market's red-hot recovery is fueling concerns that home prices are overheating.Caterpillar posted its first quarterly sales increase since 2015 and lifted its outlook.SEC nominee Clayton's hiring efforts foreshadow the agency's likely pivot toward a deregulatory agenda.Arnault is proposing to pay $13 billion to unite the Dior fashion firm with LVMH.Yahoo CEO Mayer is set to reap some $187 million from her shareholdings as a result of the Verizon deal.Fox News host Kelly Wright has joined a lawsuit alleging racial bias at the channel."
Wells Fargo,Markets &amp; Finance: Risk-Wary Banks Chill the Bitcoin Market," Apr 27, 2017",113.43,0,"At least three bitcoin exchanges have said in recent weeks that they can't process transactions in dollars, as global banks pull back from sectors they deem too risky.Hong Kong-based Bitfinex, the largest cryptocurrency exchange by market share, last week said its customers couldn't withdraw or deposit any currencies because the Taiwanese banks that handle its transactions were blocking all requests. OKCoin International, the Hong Kong-based arm of one of China's biggest bitcoin exchanges, and BTC-e have warned users of disruptions in U.S.-dollar transactions.Earlier this month, Bitfinex sued Wells Fargo & Co., alleging it had refused to process some bitcoin-related transactions through the Taiwanese banks.A week later, Bitfinex withdrew the suit, acknowledging that Wells Fargo has no legal obligation to serve every customer, Philip Potter, the exchange's chief strategy officer, said in an interview.Wells Fargo declined to comment.Bitcoin, a digital currency launched in 2009, runs on a decentralized network of computers and isn't backed or controlled by any government. Users purchase bitcoin with U.S. dollars or other currencies.Many bitcoin exchanges have accounts with local banks that rely on larger ""correspondent banks"" to facilitate wire transfers and process transactions that involve foreign currencies. But global banks have long been wary of even indirect interactions with bitcoin exchanges, for fear of being held liable if bitcoin users -- who are difficult to identify -- are involved in illegal or shady activities, said Ross Delston, a former U.S. banking regulator and anti-money-laundering consultant.J.P. Morgan Chase & Co. prohibits banks it transacts with from dealing with virtual-currency exchanges, according to an internal document seen by The Wall Street Journal. Standard Chartered PLC also doesn't process such transactions, according to a spokesman.To be able to transact with the wider financial system, bitcoin exchanges must play cat-and-mouse, said Bitfinex's Mr. Potter, continually switching bank accounts.""They close one account, we open another somewhere else,"" Mr. Potter said. ""It's a battle, but it looks like one that we appear to be losing, largely because we're the largest such exchange in the world and we've got the biggest target painted on our back.""Bitcoin is also drawing more regulatory scrutiny. The U.S. Securities and Exchange Commission last month rejected two separate proposals for bitcoin-based exchange-traded funds, saying the lack of transparency could leave investors open to fraud and manipulation. The agency this week said it would review one of the rejections. China's central bank is considering requiring bitcoin exchanges to verify a client's identity and adhere to banking regulations, the Journal reported last month.The market value of all cryptocurrencies this month hit a record $30 billion, two-thirds in bitcoin, according to CoinMarketCap. But trading has plummeted this year as regulatory pressure has risen in China -- which accounted for 90% of volume last year, according to research site CryptoCompare. Over the past month, China's share of the much-diminished total has averaged just 11.2%, the site says.In response to scrutiny from regulators, global banks over the past year to 18 months have ratcheted up their ""know-your-customer"" checks by re-examining existing clients, said Benjamin Quinlan, chief executive officer of Hong Kong-based financial services consultancy Quinlan & Associates.Bitcoin exchanges barred from transacting in U.S. dollars or other currencies effectively forgo their most common function, as places to buy cryptocurrencies with money stored in the traditional financial system -- though users can still convert bitcoin into other virtual currencies such as Monero or Zcash.Bitfinex's difficulties in the past year include the loss of around 120,000 bitcoin, worth some $65 million, to hackers last August.The exchange has since reimbursed customers. It was also fined $75,000 by the U.S. Commodity Futures Trading Commission last June after failing to register as a commodities exchange."
Wells Fargo,President Trump's First 100 Days: Wary Investors Dial Back the 'Trump Trade'," Apr 28, 2017",115.5,1,"Markets are signaling caution after investors greeted President Donald Trump's election with enthusiasm.Bets on higher economic growth, inflation and interest rates -- which became known as the ""reflation trade"" -- have eased since the election. The yield on the 10-year Treasury note is lower than it was when Mr. Trump took office, including a decline Wednesday after the White House unveiled its tax proposal. The U.S. dollar has retreated from a 14-year high hit after the election.Many popular postelection wagers took a hit last month after Republicans failed to repeal and replace the Affordable Care Act, highlighting the difficulties they could face advancing new legislation even while holding the White House and both houses of Congress.As hopes for swift enactment of business-friendly tax cuts, regulatory rollbacks and infrastructure spending have waned, investors have dialed back on stocks that were expected to benefit from such shifts, like bank and industrial shares. They have poured money into companies that have generally served up better-than-average returns since the financial crisis, such as large technology companies.Strong earnings reports from bellwether companies including McDonald's Corp. and Caterpillar Inc. helped stocks rally broadly this week, propelling the tech-heavy Nasdaq Composite past 6000 for the first time.""People will ultimately look through that stuff and focus on reality, and the reality is we're on a pretty significant upswing when it comes to earnings data,"" said Nathan Thooft, co-head of global asset allocation at Manulife Asset Management. ""On top of that, we have a very supportive economic backdrop.""Other moves have reversed course. The yield on the benchmark 10-year U.S. Treasury note remains above its Election Day level of 1.867%, yet has fallen to 2.298% Thursday from 2.461% the day before Mr. Trump was sworn in. The WSJ Dollar Index, which measures the U.S. currency against 16 others, is above where it was on Nov. 8 but has fallen more than 2% since Jan. 19.Few money managers are ready to declare the so-called reflation trade dead. Data pointing to economic expansion in the U.S. and around the world persist. The reflation trade has tended to regain some steam on signs of progress on Mr. Trump's agenda, including in recent sessions as the White House was preparing to release general principles for tax legislation.""I think the market's hopeful, but skeptical, and to the extent you get anything of substance, that's the icing on the cake,"" said Erik Davidson, chief investment officer at Wells Fargo Private Bank."
Wells Fargo,Maybe the Glass-Steagall Was Largely Full," May 2, 2017",117.36,1,"How soon we forget. In the sixth paragraph of William M. Isaac and Richard M. Kovacevich's ""The Shattered Arguments for a New Glass-Steagall"" (op-ed, April 26), the authors state: ""Unfortunately, regulators failed to see or act on the growing problems until they had escalated into a full-scale financial crisis."" Yet two paragraphs later, they write, ""Investment banking . . . is part of the regulated commercial-banking industry,"" as if such regulation is now endowed with a benevolent oversight capability that will forever keep us safe. Glass-Steagall was enacted in the 1930s and worked reasonably well until Travelers merged with Citigroup and Congress changed the law, with President Clinton signing it.Fewer than 10 years later, a financial crisis of historic proportions struck. The authors assert that the Glass-Steagall repeal wasn't a contributing factor (and that they know who the culprits were at the heart of the crisis, ""20 or so institutions"").After four decades in the commercial-banking business, I support a clear, hard-line rule like Glass-Steagall.Charles FentonTustin, Calif.Messrs. Isaac and Kovacevich must be living in one of those parallel universes Stephen Hawking and others speak of. For 66 years (1933 to 1999) the U.S. economy didn't have a serious systemwide financial crisis. Nine years after Glass-Steagall was seen as ""no longer appropriate,"" we suffered the worst crash since the Great Depression.The large banks which ""survived because they were diversified"" must also exist in this parallel timeline. All of them, with the possible exception of Wells Fargo and J.P. Morgan Chase, had to be bailed out. That we made a profit doesn't change the fact that they had dug themselves (and the rest of the economy) a very deep hole they couldn't get out of.Dodd-Frank is a disaster. Its 14,000-plus pages don't do what Glass-Steagall did in 37 pages. It's putting the smaller banks out of business, and its loopholes leave us open to repeating the crash of 2008. The CDOs and other high-risk ""instruments"" are again being issued, and if Warren Buffett can't figure them out, it's unlikely even those creating them can.It took having a ""panic"" every 10 to 15 years of our first 150 years before we accepted that banks needed to be regulated to protect them (and us) from themselves. One of the most important parts was keeping them from getting ""too big to fail."" I hope it won't take another 150 to relearn the lesson."
Wells Fargo,Banking &amp; Finance: Ruling Bolsters Miami Suits," May 2, 2017",118.77,0,"WASHINGTON -- The Supreme Court handed a partial victory to the city of Miami Monday, ruling it was authorized to bring lawsuits alleging Bank of America Corp. and Wells Fargo & Co. engaged in financial-crisis-era discriminatory lending that led to urban blight and falling property values.The court said in its 5-3 ruling, however, that Miami in future proceedings will have to establish that the banks caused direct harm to the city -- not attenuated, downstream effects -- a high standard that could prove challenging to meet.The court's opinion, written by Justice Stephen Breyer, concluded that Miami had legal standing to bring the lawsuits under the Fair Housing Act, which bars discrimination in housing sales and rentals, as well as in related real-estate transactions.The court rejected the banks' argument that the city wasn't an appropriate party to bring a claim under the law. Miami's alleged economic injuries ""fall within the zone of interests that the FHA protects,"" Justice Breyer wrote.Miami is one of several major cities that have brought similar claims against mortgage lenders. The municipalities are suggesting that discriminatory housing policies by banks can harm not only homeowners and buyers, but also cities themselves, given the high foreclosure rates, blight and urban decay that can follow. The court's ruling Monday found that this theory is legally plausible.The Supreme Court ruling sends the case back to the 11th U.S. Circuit Court of Appeals in Atlanta to review whether the banks' alleged misconduct has a ""direct relation"" to the injuries the city alleges.Miami City Attorney Victoria Mendez said she was ""extremely pleased"" with the ruling and looked forward to additional court proceedings.A Bank of America spokesman said the company ""is committed to the goals and intent of the Fair Housing Act"" but added, ""We believe these claims are without merit and we will continue to defend our interests in this matter."" Wells Fargo said the Supreme Court announced stringent standards, and it ""will be very difficult for Miami or any other municipality to show the required connection between the claimed damages and unsubstantiated allegations about our lending practices, which do not reflect how we operate in the communities we serve.""The ruling produced a rarely seen coalition at the court, with conservative Chief Justice John Roberts joining the court's four liberals to form a five-justice majority. That lineup has occurred only a handful of times in the chief's 12-year tenure, most notably in the court's 2012 ruling that saved President Barack Obama's health-care law.Credit: By Brent Kendall and Jess Bravin"
Wells Fargo,Squeeze on Car Loans Deepens Sales Drop --- By AnnaMaria Andriotis and Christina Rexrode," May 4, 2017",114.98,0,"Wells Fargo & Co. has spent roughly nine months working to reform the sales culture that led to a $185 million fine, public humiliation and the departure of its chief executive. Now, the bank is confrontinga new challenge: growing again.So far, the San Francisco-based lender has focused on cutting costs and urging investors to be patient, though shareholders, analysts and some employees question how the bank will match its past performance without the sales tactics that got it in trouble.Complicating the bank's challenge are broader factors including low interest rates and a sluggish U.S. economy. ""If you turn the clock back 10 years ago, we were in an environment where the economy was growing more quickly and revenues, candidly, were a little bit easier to come by,"" Chief Executive Timothy Sloan said during an investor conference last week.Wells Fargo was fined $185 million in September by regulators for opening as many as 2.1 million accounts that used fictitious or unauthorized customer information. The bank and regulators disclosed then that the bank had fired 5,300 employees over five years for improper behavior including opening up accounts for customers without their knowledge.Since the fall, the bank's revenue growth has slipped for the first time in years. Its shares are the worst performing of the four biggest U.S. banks both year to date and since the November election.Asked about growth, a Wells Fargo spokeswoman noted the bank's diversified business model and strong, steady results as well as opportunities in its wholesale, wealth and investment management, and consumer businesses.Getting the retail division right is crucial for Mr. Sloan and other Wells Fargo executives. It sits in the bank's community banking unit, which last year accounted for more than 50% of Wells Fargo's overall net income.Wells Fargo's return on equity, a key measure of profitability, was down to 11.5% last quarter from its recent high above 14% in 2014.Even as it contends with broader economic trends affecting all banks, Wells Fargo must address lingering and potentially distracting impacts of the scandal.Agreements with regulators have put the bank in a less likely position to ask for approval on certain deals it would have pursued in the past.In December, the bank was sanctioned by U.S. regulators over its ""living will"" contingency plan, required of all banks, on how it would avoid a taxpayer bailout if it were about to go bankrupt. In March, it was downgraded on its ability and willingness to serve lower-income populations. The bank later passed the living-will test, and it is cooperating with other investigations.As it moves ahead, Wells Fargo has many among its 75,000 retail-bank employees who feel hamstrung by the company's new way of doing business. The bank eliminated product sales goals, concluding they had been emphasized too much and led employees to use questionable tactics to meet their numbers.A new incentive-compensation system this year seeks to change the orientation of the retail division from lofty product-sales goals to a focus on customers' overall satisfaction.Questions, however, persisted about the new strategy and growth during the bank's investor day last month.""It seems like a lot of what you're saying over retail strategy is pretty ambitious, and it seems like there's a fundamental tension between a lot of what you're trying to do,"" UBS Securities LLC analyst Saul Martinez said during the investor day.Mary Mack, the executive in charge of Wells Fargo's retail branches, responded to Mr. Martinez that there is ""alignment"" between the business changes she has enacted and the bank's growth plans. She also told analysts Wells Fargo was increasing its ""loans, deposits and investments.""She is also focused on shifting the bank's culture through manager training this summer and recent executive shuffling in her unit.""We have to help people continue to get comfortable with the change and create clarity"" for employees, she said in a recent interview.In preparing for certain reviews recently, a bank finance manager advised some regional executives they should be prepared for conversations with Ms. Mack to shift from seeking stability postscandal ""to growth and strategies around spurring growth,"" according to an April email reviewed by The Wall Street Journal.Yet some employees have expressed concern it isn't clear how to drive new business absent the bank's prior emphasis on product sales. One executive said questions among employees include: ""How am I going to grow the business . . . with these constraints? How do I do it in a way that doesn't appear to be sales pressure?""Meanwhile, Wells Fargo's numbers are falling. In March, the most recent data available, consumer checking-account openings at Wells Fargo fell 35% and credit-card applications dropped 42% from a year earlier.While the decline is less severe than seen soon after the September announcement, bank executives said last week that they don't expect the credit-card business to bounce back for a few quarters."
